Raman,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
629.94764,0.08019,0.07871,0.23097,0.02172,0.02867,0.03493,0.12337,0.12996,0.15464,0.05855,0.05085,0.06247,0.06373,0.06276,0.06843,0.08019,0.07933,0.08529,0.12337,0.13391,0.35382,0.0219,0.02883,0.04254,0.05804,0.05753,0.14114,0.05862,0.13371,0.2,0.04254,0.05804,0.1901,0.14789,0.14336,0.16175,0.12337,0.12996,0.15464,0.18504,0.17921,0.19703,0.14789,0.15362,0.15627,0.15208,0.15919,0.16112,0.14577,0.15288,0.16422,0.18504,0.18766,0.65882,0.18504,0.15973,0.15377,0.14985,0.15003,0.15852
635.58164,0.09037,0.09027,0.23634,0.07226,0.07894,0.0973,0.09775,0.11229,0.14088,0.05049,0.0428,0.05456,0.08034,0.1015,0.12199,0.19569,0.19375,0.18794,0.09775,0.1536,0.34341,0.07287,0.06983,0.08849,0.07475,0.0741,0.12644,0.05055,0.11386,0.19685,0.08849,0.07475,0.19317,0.09832,0.09637,0.11493,0.09775,0.11229,0.14088,0.19253,0.1867,0.20431,0.09832,0.10123,0.09947,0.10276,0.10958,0.11074,0.09608,0.10657,0.118,0.19253,0.19889,0.67892,0.19253,0.17243,0.16651,0.1004,0.08503,0.07649
641.21197,0.10533,0.11342,0.24854,0.04302,0.0457,0.05156,0.11391,0.09698,0.07436,0.08952,0.08136,0.09621,0.11719,0.13453,0.13984,0.11131,0.10646,0.10882,0.11391,0.19299,0.36458,0.04339,0.08607,0.11508,0.11182,0.11084,0.15905,0.08963,0.0863,0.21506,0.11508,0.11182,0.19894,0.11143,0.10674,0.12251,0.11391,0.09698,0.07436,0.19516,0.20099,0.21536,0.11143,0.11431,0.11229,0.11581,0.11954,0.12331,0.10923,0.11655,0.13002,0.19516,0.17956,0.64812,0.19516,0.17771,0.17181,0.11348,0.10891,0.10295
646.83864,0.10712,0.11681,0.25046,0.06099,0.07063,0.0736,0.13402,0.14056,0.16529,0.09546,0.09195,0.10371,0.10601,0.11081,0.11901,0.10712,0.11177,0.11441,0.13402,0.20875,0.32604,0.0615,0.08161,0.11622,0.10058,0.0997,0.14917,0.09558,0.13655,0.25499,0.11622,0.10058,0.19567,0.10046,0.09394,0.10525,0.13402,0.14056,0.16529,0.1831,0.1831,0.20648,0.10046,0.1014,0.1016,0.10489,0.11199,0.1182,0.09823,0.10892,0.12273,0.1831,0.17974,0.6553,0.1831,0.15509,0.16307,0.10253,0.09886,0.1209
652.46166,0.08977,0.08809,0.2339,0.05138,0.05816,0.07651,0.14899,0.16726,0.18418,0.07934,0.08009,0.09538,0.1042,0.12222,0.13686,0.08977,0.08552,0.08824,0.14899,0.20087,0.30174,0.05181,0.06577,0.09229,0.10483,0.10392,0.17963,0.07944,0.10089,0.19264,0.09229,0.10483,0.18461,0.10137,0.09892,0.10644,0.14899,0.16726,0.18418,0.16608,0.18942,0.21262,0.10137,0.10452,0.10966,0.10579,0.11489,0.12591,0.09914,0.112,0.12529,0.16608,0.17689,0.65053,0.16608,0.16668,0.16354,0.10344,0.08789,0.10513
658.08103,0.11909,0.11974,0.25534,0.07352,0.08018,0.10021,0.15727,0.17158,0.17277,0.12643,0.11907,0.13328,0.14195,0.14715,0.15501,0.11909,0.11472,0.12324,0.15727,0.2245,0,0.07414,0.07917,0.10482,0.13674,0.13554,0.18899,0.13084,0.17423,0.24904,0.10482,0.13674,0.1325,0.13411,0.13604,0.1469,0.15727,0.17158,0.17277,0.1233,0.12038,0.13705,0.13411,0.14655,0.16153,0.13838,0.14459,0.15844,0.13197,0.14834,0.15637,0.1233,0.13831,0.63979,0.1233,0.12311,0.11144,0.13611,0.13017,0.15251
663.69675,0.15769,0.15533,0.27781,0.07769,0.08641,0.1027,0.17343,0.1759,0.2007,0.12473,0.12246,0.14536,0.13621,0.13784,0.14877,0.1547,0.1501,0.13206,0.17343,0.18118,0.29827,0.07835,0.10597,0.12381,0.13096,0.12982,0.17589,0.12489,0.12804,0.22312,0.12381,0.13096,0.12115,0.12042,0.11867,0.12724,0.17343,0.1759,0.2007,0.11795,0.11503,0.13186,0.12042,0.12648,0.13703,0.12475,0.13206,0.141,0.11824,0.12855,0.13971,0.11795,0.14346,0.64223,0.11795,0.16251,0.16772,0.12245,0.11502,0.13019
669.30883,0.1556,0.15256,0.28022,0.08814,0.08683,0.09647,0.16437,0.17079,0.21919,0.14722,0.14788,0.16618,0.14256,0.14114,0.14906,0.1556,0.1563,0.15294,0.16437,0.19693,0.34028,0.08888,0.1015,0.13027,0.13734,0.13614,0.15477,0.14741,0.18193,0.2662,0.13027,0.13734,0.08942,0.10731,0.10188,0.11721,0.16437,0.17079,0.21919,0.0879,0.08499,0.10267,0.10731,0.11217,0.1099,0.1117,0.12236,0.13094,0.10509,0.112,0.1301,0.0879,0.11888,0.60787,0.0879,0.07546,0.07758,0.10936,0.14215,0.1693
674.91727,0.12388,0.12446,0.25339,0.0731,0.0806,0.10021,0.15727,0.15194,0.17668,0.09716,0.08856,0.11664,0.1486,0.15315,0.16096,0.12388,0.12622,0.13206,0.15727,0.25207,0.35069,0.07372,0.09501,0.09685,0.14342,0.14217,0.18685,0.09728,0.10981,0.20736,0.09685,0.14342,0.08644,0.09337,0.09143,0.10269,0.15727,0.15194,0.17668,0.09189,0.09189,0.10655,0.09337,0.09383,0.09478,0.09783,0.10435,0.11577,0.09112,0.09951,0.11319,0.09189,0.0884,0.6102,0.09189,0.10429,0.11712,0.09546,0.07807,0.10225
680.52208,0.11909,0.11681,0.25534,0.07226,0.07063,0.08067,0.16476,0.16726,0.16055,0.1277,0.12754,0.14161,0.13561,0.14084,0.15472,0.11909,0.11737,0.12647,0.16476,0.17684,0.31563,0.07287,0.09013,0.12267,0.13643,0.13524,0.19701,0.12787,0.15924,0.23608,0.12267,0.13643,0.0749,0.08372,0.08156,0.08801,0.16476,0.16726,0.16055,0.0668,0.06097,0.08218,0.08372,0.09186,0.10711,0.08823,0.09216,0.10068,0.08145,0.09246,0.10358,0.0668,0.0663,0.60073,0.0668,0.06647,0.0546,0.08583,0.08526,0.12589
686.12325,0.09874,0.1143,0.25339,0.07268,0.07727,0.08108,0.14702,0.14174,0.18614,0.10904,0.13136,0.15785,0.12141,0.12613,0.13419,0.09874,0.10616,0.10882,0.14702,0.2438,0.37813,0.07751,0.09054,0.12305,0.11911,0.11807,0.18417,0.10918,0.14546,0.28371,0.12305,0.11911,0.08067,0.08124,0.07909,0.0929,0.14702,0.14174,0.18614,0.07293,0.07001,0.08813,0.08124,0.08742,0.09256,0.08577,0.08992,0.09313,0.07896,0.08735,0.10118,0.07293,0.07735,0.59243,0.07293,0.07509,0.07442,0.08336,0.06902,0.07672
691.72081,0.10682,0.11108,0.25268,0.09148,0.1022,0.10977,0.17619,0.17079,0.2074,0.09164,0.08475,0.10787,0.11537,0.12012,0.12824,0.13076,0.12622,0.12912,0.17619,0.19299,0.34375,0.08804,0.11287,0.12115,0.11304,0.11205,0.20556,0.09176,0.141,0.24834,0.12115,0.11304,0.08635,0.07135,0.06674,0.08556,0.17619,0.17079,0.2074,0.06826,0.07118,0.09776,0.07135,0.07681,0.07752,0.07592,0.08196,0.09791,0.06904,0.08272,0.09637,0.06826,0.06354,0.59954,0.06826,0.08177,0.06437,0.07349,0.06671,0.09545
697.31474,0.08378,0.08516,0.22902,0.07978,0.08725,0.10478,0.13126,0.13389,0.13498,0.07934,0.08009,0.09121,0.12051,0.12252,0.13389,0.08378,0.08257,0.08529,0.13126,0.20087,0.29827,0.08046,0.10556,0.10292,0.12124,0.12018,0.19433,0.07944,0.109,0.23993,0.10292,0.12124,0.03443,0.03415,0.02963,0.04163,0.13126,0.13389,0.13498,0.02703,0.02412,0.04638,0.03415,0.03775,0.04069,0.0389,0.0443,0.0503,0.03175,0.04323,0.05544,0.02703,0.03058,0.5841,0.02703,0.02855,0.00819,0.03637,0.06895,0.01342
702.90505,0.04458,0.05262,0.19463,0.10276,0.11425,0.12141,0.15806,0.17825,0.18613,0.07213,0.07246,0.07915,0.119,0.12643,0.13121,0.04458,0.04394,0.04382,0.17383,0.20126,0.30556,0.10362,0.12383,0.1428,0.11364,0.11265,0.21786,0.07222,0.15883,0.29527,0.1428,0.11364,0.02298,0.0419,0.04452,0.0513,0.15806,0.17825,0.18613,0.0213,0.02421,0.04647,0.0419,0.04498,0.05532,0.04662,0.05234,0.07553,0.03952,0.05328,0.06273,0.0213,0.02514,0.58058,0.0213,0.04811,0.05014,0.04411,0.08317,0.1074
708.49175,0.09844,0.11134,0,0.07811,0.08143,0.09647,0.1754,0.18571,0.14756,0.09546,0.09704,0.11206,0.1347,0.14354,0.15769,0.09844,0.10292,0.10559,0.1754,0.23632,0.33993,0.07877,0.07958,0.1204,0.13248,0.13133,0.17722,0.09558,0.19327,0.32049,0.1204,0.13248,0.01154,0.06772,0.06732,0.08075,0.1754,0.18571,0.14756,0.01848,0.00972,0.03523,0.06772,0.08257,0.08771,0.07231,0.08752,0.09573,0.0654,0.08037,0.09405,0.01848,0.02799,0.58062,0.01848,0.01205,0,0.06987,0.0749,0.08968
714.07485,0.13525,0.13746,0.26781,0.13074,0.12879,0.1264,0.1959,0.21006,0.21133,0.10564,0.11483,0.12536,0.15373,0.16156,0.16662,0.14722,0.1448,0.14118,0.1959,0.21662,0.33333,0.13185,0.12261,0.15686,0.14859,0.14729,0.19139,0.10578,0.12196,0.20035,0.15686,0.14859,0.04029,0.06491,0.06452,0.08336,0.1959,0.21006,0.21133,0.03646,0.03355,0.05271,0.06491,0.07755,0.0827,0.06952,0.07748,0.0881,0.06259,0.08273,0.10358,0.03646,0.03867,0.58888,0.03646,0.06536,0.0507,0.06707,0.09314,0.09873
719.65433,0.1921,0.18992,0.30707,0.14411,0.15123,0.15842,0.21916,0.21869,0.21919,0.16886,0.16441,0.17326,0.17819,0.17688,0.19042,0.19509,0.19198,0.18824,0.21916,0.24419,0.3434,0.14532,0.17215,0.17205,0.17624,0.1747,0.22374,0.16907,0.19854,0.29807,0.17205,0.17624,0.00817,0.08463,0.07925,0.09478,0.21916,0.21869,0.21919,0.0107,0.00486,0.02768,0.08463,0.0898,0.09741,0.08913,0.10477,0.10814,0.08235,0.09213,0.10831,0.0107,0.01123,0.57829,0.0107,0.03523,0.04558,0.08673,0.07219,0.08226
725.23022,0.23668,0.23196,0.34388,0.1274,0.12713,0.13638,0.2231,0.22615,0.23099,0.20619,0.20339,0.20991,0.21232,0.21021,0.22315,0.23668,0.23002,0.22912,0.23886,0.25443,0.36424,0.12848,0.13155,0.15382,0.20754,0.20572,0.21117,0.20646,0.24109,0.31384,0.15382,0.20754,0.00837,0.06302,0.07497,0.09788,0.2231,0.22615,0.23099,0.00768,0.00768,0.03041,0.06302,0.08035,0.08771,0.06763,0.08279,0.10328,0.06069,0.07088,0.09165,0.00768,0.01943,0.56878,0.00768,0.03235,0.02316,0.06517,0.06586,0.10162
730.80251,0.2322,0.23056,0.34607,0.15748,0.16037,0.16299,0.19787,0.20416,0.22903,0.16843,0.17373,0.18284,0.20689,0.20661,0.21452,0.2322,0.22619,0.22912,0.19787,0.20087,0.32639,0.1588,0.18514,0.18496,0.20207,0.2003,0.23282,0.16865,0.21029,0.32399,0.18496,0.20207,0.02577,0.08413,0.0911,0.1053,0.19787,0.20416,0.22903,0.00865,0.01741,0.03703,0.08413,0.1014,0.10974,0.08864,0.10203,0.12071,0.08186,0.08994,0.1059,0.00865,0.02201,0.57936,0.00865,0.06387,0.34781,0.08624,0.07869,0.11458
736.37121,0.24327,0.24515,0.35827,0.16333,0.17034,0.17131,0.24399,0.25795,0.27507,0.1871,0.18729,0.192,0.2244,0.22823,0.23505,0.24327,0.23533,0.23794,0.24399,0.25994,0.36806,0.1647,0.17458,0.22066,0.21969,0.21777,0.21652,0.18734,0.22407,0.33065,0.22066,0.21969,0.00279,0.08322,0.08403,0.11003,0.24399,0.25795,0.27507,0,0,0.01729,0.08322,0.08668,0.09231,0.08774,0.09191,0.11099,0.08095,0.08735,0.10839,0,0,0.56874,0,0,0.00186,0.08534,0.09871,0.04816
741.93632,0.23788,0.23668,0.35095,0.13576,0.13876,0.16216,0.25266,0.25285,0.26405,0.21213,0.20805,0.22907,0.20145,0.2033,0.20827,0.23788,0.23238,0.24118,0.25266,0.26822,0.375,0.1369,0.14779,0.16103,0.1966,0.19488,0.2363,0.2124,0.28444,0.35482,0.16103,0.1966,0.04904,0.113,0.11374,0.1199,0.25266,0.25285,0.26405,0.03802,0.05261,0.07122,0.113,0.12401,0.11459,0.11737,0.13156,0.13849,0.1108,0.11882,0.1325,0.03802,0.03877,0.58655,0.03802,0.03625,0.02986,0.11504,0.12661,0.13955
747.49784,0.21574,0.21734,0.31705,0.1721,0.18695,0.19751,0.23808,0.24028,0.24556,0.19092,0.1784,0.19994,0.23286,0.23393,0.24398,0.21574,0.20938,0.20853,0.23808,0.24813,0.35764,0.17355,0.18311,0.19825,0.2282,0.2262,0.20797,0.19116,0.22771,0.30928,0.19825,0.2282,0.03702,0.0772,0.06987,0.08328,0.23808,0.24028,0.24556,0.03141,0.02849,0.04779,0.0772,0.09227,0.10234,0.08175,0.08461,0.09054,0.07491,0.08508,0.09629,0.03141,0.03333,0.58422,0.03141,0.02994,0.03191,0.07933,0.08147,0.12441
753.05578,0.21245,0.21411,0.33631,0.17878,0.18986,0.20499,0.26449,0.26816,0.26484,0.17692,0.17374,0.18328,0.21927,0.22102,0.23178,0.21245,0.20643,0.21765,0.26449,0.28397,0.36806,0.18029,0.17743,0.23661,0.21452,0.21265,0.24138,0.17715,0.27917,0.35201,0.23661,0.21452,0.06413,0.1257,0.12135,0.13217,0.26449,0.26816,0.26484,0.05708,0.06,0.07556,0.1257,0.12952,0.12725,0.13001,0.13438,0.14586,0.12353,0.13106,0.14436,0.05708,0.05239,0.59251,0.05708,0.07667,0.08437,0.12772,0.13388,0.16562
758.61015,0.23998,0.23681,0.34829,0.19549,0.19817,0.20541,0.25976,0.28151,0.27115,0.20407,0.21695,0.22907,0.22863,0.22733,0.241,0.25494,0.25391,0.25,0.25976,0.28358,0.36458,0.19714,0.22209,0.24421,0.23002,0.22801,0.22828,0.20433,0.24028,0.32014,0.24421,0.23002,0.0575,0.13288,0.13727,0.14445,0.25976,0.28151,0.27115,0.05299,0.05299,0.07443,0.13288,0.13643,0.13711,0.13715,0.1518,0.15592,0.13073,0.14055,0.15157,0.05299,0.05792,0.59358,0.05299,0.06165,0.07209,0.13487,0.1406,0.1771
764.16094,0.24776,0.25163,0.34314,0.16792,0.17449,0.19252,0.24359,0.25402,0.25185,0.19941,0.19111,0.20827,0.24101,0.24595,0.2529,0.24776,0.24152,0.24412,0.24359,0.27925,0.35035,0.16933,0.19123,0.22104,0.2364,0.23434,0.2232,0.19966,0.26418,0.3338,0.22104,0.2364,0.0576,0.10302,0.10106,0.11003,0.24359,0.25402,0.25185,0.0528,0.06739,0.08274,0.10302,0.11357,0.11451,0.10744,0.10908,0.11577,0.10079,0.11192,0.12281,0.0528,0.0442,0.59243,0.0528,0.02531,0.02726,0.10509,0.10103,0.13011
769.70817,0.31628,0.31038,0.41415,0.20175,0.20773,0.20956,0.28774,0.28975,0.2794,0.25965,0.25932,0.29155,0.28934,0.29339,0.30021,0.33423,0.32675,0.32912,0.28774,0.30721,0.38854,0.20345,0.22412,0.2518,0.28502,0.28253,0.26864,0.25998,0.2812,0.36602,0.2518,0.28502,0.07192,0.12125,0.1232,0.12728,0.28774,0.28975,0.2794,0.06437,0.06437,0.07981,0.12125,0.12434,0.12676,0.12557,0.12966,0.14838,0.11907,0.12887,0.13955,0.06437,0.06096,0.59488,0.06437,0.07249,0.07739,0.12327,0.12738,0.15204
775.25183,0.38241,0.38351,0.46756,0.2147,0.21645,0.22661,0.32755,0.33333,0.33096,0.32244,0.31441,0.3207,0.32528,0.32703,0.33651,0.38241,0.38012,0.38235,0.32755,0.33911,0.42708,0.22072,0.22858,0.25598,0.32726,0.3244,0.34937,0.32285,0.31321,0.34431,0.25598,0.32726,0.08346,0.14698,0.14641,0.154,0.32755,0.33333,0.33096,0.06758,0.07925,0.0971,0.14698,0.16135,0.13909,0.15118,0.16226,0.1685,0.14487,0.15345,0.16358,0.06758,0.06344,0.59832,0.06758,0.05331,0.05256,0.14895,0.14686,0.16469
780.79193,0.4237,0.41911,0.50221,0.22891,0.21604,0.22994,0.311,0.32548,0.31915,0.37039,0.36144,0.3586,0.32619,0.32372,0.33026,0.4237,0.42141,0.41735,0.311,0.33123,0.41319,0.23083,0.25863,0.27839,0.32209,0.31928,0.31729,0.37086,0.37885,0.3331,0.27839,0.32209,0.06635,0.13304,0.14805,0.15416,0.311,0.32548,0.31915,0.06369,0.06953,0.09049,0.13304,0.14572,0.14394,0.13731,0.1567,0.16363,0.13089,0.14339,0.15894,0.06369,0.06363,0.60195,0.06369,0.08853,0.07116,0.13504,0.13844,0.17257
786.32847,0.40724,0.41077,0.49509,0.22598,0.21188,0.23867,0.33701,0.33569,0.33056,0.34111,0.33475,0.34569,0.32528,0.33243,0.33353,0.40724,0.40991,0.41147,0.33701,0.35447,0.44063,0.22789,0.27243,0.29282,0.32421,0.33644,0.3328,0.34155,0.35778,0.4049,0.29282,0.32421,0.07741,0.15292,0.14814,0.15914,0.33701,0.33569,0.33056,0.07487,0.07779,0.09852,0.15292,0.15345,0.15388,0.15709,0.16176,0.16598,0.15082,0.1605,0.1756,0.07487,0.07173,0.5995,0.07487,0.06582,0.05116,0.15487,0.16866,0.1867
791.86146,0.35637,0.34922,0.44144,0.20008,0.20191,0.20956,0.30587,0.3031,0.31088,0.31099,0.30212,0.30862,0.3141,0.31802,0.32431,0.35637,0.35093,0.34971,0.30587,0.33399,0.43021,0.19756,0.21965,0.23319,0.31601,0.31325,0.28548,0.31138,0.29781,0.38389,0.23319,0.31601,0.0749,0.11663,0.12353,0.11175,0.30587,0.3031,0.31088,0.05193,0.06651,0.10173,0.11663,0.12171,0.11697,0.12098,0.127,0.13564,0.11444,0.12165,0.13482,0.05193,0.06354,0.60073,0.05193,0.04394,0.03898,0.11866,0.11842,0.13362
797.39091,0.32316,0.31669,0.42412,0.1792,0.18529,0.19709,0.27592,0.27797,0.27546,0.30038,0.30551,0.31653,0.27786,0.29099,0.30646,0.32316,0.32439,0.31735,0.27592,0.32296,0.41632,0.1765,0.20219,0.2275,0.27955,0.27711,0.25314,0.30076,0.29579,0.36112,0.2275,0.27955,0.08625,0.13799,0.14484,0.16395,0.27592,0.27797,0.27546,0.06282,0.07157,0.0868,0.13799,0.14375,0.14172,0.14224,0.15421,0.16112,0.13585,0.15045,0.16615,0.06282,0.0802,0.59247,0.06282,0.08492,0.11777,0.13998,0.13612,0.17023
802.9168,0.28576,0.28664,0.39488,0.19925,0.21022,0.21331,0.24832,0.25049,0.26366,0.26602,0.18093,0.19534,0.24373,0.25135,0.25617,0.28576,0.28576,0.27941,0.24832,0.27176,0.37466,0.20093,0.22574,0.24573,0.23914,0.23705,0.24967,0.26636,0.28728,0.33975,0.24573,0.23914,0.08038,0.12925,0.12378,0.1345,0.24832,0.25049,0.26366,0.0563,0.06214,0.07764,0.12925,0.13183,0.14188,0.13354,0.13696,0.14092,0.12709,0.13625,0.15165,0.0563,0.06105,0.61731,0.0563,0.05924,0.05014,0.13125,0.13024,0.14322
808.43916,0.27528,0.27257,0.35805,0.22264,0.23266,0.24699,0.27828,0.28033,0.30537,0.25796,0.25466,0.28322,0.26336,0.26126,0.28295,0.27528,0.26541,0.27029,0.27828,0.30169,0.3816,0.22452,0.28502,0.30877,0.25889,0.25663,0.26437,0.25828,0.27147,0.35061,0.30877,0.25889,0.01433,0.12232,0.11933,0.14674,0.27828,0.28033,0.30537,0.01138,0.00846,0,0.12232,0.12467,0.12955,0.12664,0.1275,0.13086,0.12014,0.13382,0.14444,0.01138,0.01934,0.60073,0.01138,0.01363,0.04065,0.12434,0.1539,0.15774
813.95798,0.2699,0.27081,0.36561,0.23475,0.24096,0.2474,0.24557,0.24774,0.20581,0.24268,0.24238,0.24992,0.26185,0.28198,0,0.28486,0.2775,0.27941,0.24557,0.26388,0.37118,0.23673,0.22777,0.24459,0.26345,0.26114,0.24165,0.24299,0.22042,0.30648,0.24459,0.26345,0,0.12958,0.12411,0.13483,0.24557,0.24774,0.20581,0.00389,9.72E-04,0.01823,0.12958,0.13684,0.1469,0.13386,0.14226,0.15106,0.12742,0.1412,0.15413,0.00389,0.00865,0.58418,0.00389,0.01205,0.01674,0.13158,0.14447,0.18568
819.47326,0.28725,0.28722,0.39464,0.27402,0.29331,0.30104,0.28656,0.28465,0.30183,0.24947,0.25,0.29863,0.30595,0.31832,0.32133,0.28725,0.289,0.29118,0.28656,0.33872,0.40625,0.27633,0.28624,0.30498,0.30173,0.2991,0.29938,0.24979,0.31199,0.38914,0.30498,0.30173,0.0576,0.17082,0.16525,0.17512,0.28656,0.28465,0.30183,0.05834,0.05543,0.07396,0.17082,0.1713,0.17147,0.1749,0.17951,0.18367,0.16876,0.17518,0.1877,0.05834,0.06077,0.61613,0.05834,0.07231,0.06884,0.17273,0.1808,0.21066
824.98502,0.28725,0.28385,0.39724,0.23684,0.23972,0.25489,0.29878,0.29289,0.28648,0.25202,0.25848,0.27489,0.29024,0.3003,0.31538,0.28725,0.29195,0.29412,0.29878,0.31509,0.39896,0.23884,0.22412,0.2256,0.28593,0.28343,0.26677,0.25234,0.27391,0.3352,0.2256,0.28593,0.02317,0.14277,0.14073,0.1493,0.29878,0.29289,0.28648,0.02003,0.01128,0.04524,0.14277,0.15074,0.15142,0.147,0.15131,0.15844,0.14065,0.15783,0.1756,0.02003,0.01952,0.57948,0.02003,0.03856,0.03219,0.14475,0.16147,0.19349
830.49325,0.28695,0.29292,0.4023,0.26274,0.27794,0.28857,0.32913,0.33176,0.31876,0.26814,0.32288,0.25406,0.30414,0.31171,0.33026,0.28695,0.28281,0.28206,0.32913,0.35841,0.42674,0.26074,0.27527,0.31105,0.30599,0.30331,0.2764,0.26848,0.30551,0.40455,0.31105,0.30599,0.04577,0.16686,0.16377,0.18099,0.32913,0.33176,0.31876,0.0423,0.05105,0.04421,0.16686,0.17895,0.17887,0.17096,0.18225,0.19373,0.16479,0.18029,0.1925,0.0423,0.04392,0.60191,0.0423,0.05423,0.0814,0.16878,0.17245,0.21394
835.99796,0.28725,0.2924,0.39965,0.29365,0.30328,0.31767,0.33268,0.3353,0.33214,0.25754,0.25807,0.30404,0.2984,0.31441,0.31806,0.28725,0.2949,0.29706,0.33268,0.37022,0.4375,0.29612,0.2972,0.30877,0.2911,0.28855,0.27132,0.25786,0.25486,0.31909,0.30877,0.2911,0.08942,0.15407,0.14855,0.15905,0.33268,0.3353,0.33214,0.0634,0.0634,0.08454,0.15407,0.15411,0.15923,0.15824,0.16466,0.17872,0.15198,0.16067,0.18297,0.0634,0.06363,0.6055,0.0634,0.08269,0.10437,0.15602,0.15583,0.15267
841.49916,0.30281,0.30598,0.39488,0.2782,0.27835,0.28067,0.33189,0.34119,0.34434,0.2745,0.29619,0.32445,0.33162,0.34745,0.35376,0.31478,0.31289,0.31176,0.33189,0.38598,0.46528,0.28054,0.27243,0.27079,0.32452,0.32169,0.31409,0.27485,0.31969,0.38704,0.27079,0.32452,0.07769,0.17791,0.17307,0.1836,0.33189,0.34119,0.34434,0.06729,0.07312,0.09682,0.17791,0.18109,0.19137,0.18196,0.19411,0.20119,0.17587,0.18483,0.20225,0.06729,0.07725,0.60306,0.06729,0.06415,0.04112,0.17981,0.18513,0.21995
846.99684,0.31747,0.31581,0.41927,0.31913,0.32447,0.3264,0.34687,0.36278,0.35811,0.28468,0.29788,0.31279,0.35216,0.35886,0.36269,0.31747,0.30964,0.30853,0.34687,0.36235,0.44757,0.32603,0.33009,0.27459,0.34822,0.34518,0.34028,0.28505,0.26499,0.32785,0.27459,0.34822,0.08933,0.20051,0.19537,0.20546,0.34687,0.36278,0.35811,0.08518,0.0881,0.1057,0.20051,0.2009,0.20107,0.20445,0.21435,0.22391,0.19853,0.20438,0.22134,0.08518,0.08564,0.61495,0.08518,0.1118,0.12522,0.20235,0.20631,0.23876
852.49101,0.34321,0.3391,0.43146,0.35923,0.36103,0.37173,0.35396,0.351,0.3463,0.32923,0.3339,0.33278,0.34159,0.34505,0.35109,0.3462,0.34474,0.34676,0.35396,0.40174,0.45452,0.36226,0.36581,0.37714,0.34366,0.36175,0.33119,0.32965,0.30713,0.37793,0.37714,0.34366,0.0574,0.19367,0.19052,0.20016,0.35396,0.351,0.3463,0.05523,0.04648,0.0426,0.19367,0.19334,0.19868,0.19764,0.20448,0.21393,0.19167,0.20203,0.2094,0.05523,0.05258,0.6138,0.05523,0.03875,0.04912,0.19552,0.19061,0.2112
857.98167,0.30969,0.31331,0.39244,0.29741,0.29331,0.30561,0.31494,0.31724,0.31443,0.27705,0.28347,0.3082,0.33041,0.33964,0.34514,0.30969,0.3064,0.30588,0.31494,0.31942,0.39931,0.29992,0.29314,0.30915,0.33242,0.32952,0.34376,0.2774,0.25729,0.33905,0.30915,0.33242,0.07154,0.19416,0.19595,0.20799,0.31494,0.31724,0.31443,0.06632,0.0634,0.0817,0.19416,0.19852,0.20608,0.19813,0.20971,0.22148,0.19216,0.20714,0.21902,0.06632,0.10506,0.63157,0.06632,0.09382,0.07926,0.19602,0.21427,0.24914
863.46883,0.28037,0.27755,0.38268,0.27736,0.27877,0.30146,0.32637,0.32823,0.34159,0.25329,0.24958,0.27074,0.32045,0.32102,0.33026,0.28037,0.27956,0.27618,0.32637,0.35447,0.4823,0.28391,0.27324,0.26358,0.32239,0.31958,0.32558,0.25361,0.26702,0.39229,0.26358,0.32239,0.04308,0.16282,0.15801,0.16887,0.32637,0.32823,0.34159,0.04745,0.0562,0.07755,0.16282,0.17072,0.18348,0.16694,0.17943,0.20119,0.16074,0.17024,0.18041,0.04745,0.06924,0.61976,0.04745,0.03133,0.0333,0.16475,0.17794,0.22182
868.9525,0.2705,0.27479,0.37778,0.27861,0.285,0.30852,0.31691,0.32274,0.32822,0.2465,0.24619,0.26242,0.31743,0.31802,0.32133,0.2705,0.27101,0.26735,0.31691,0.37022,0.41667,0.28096,0.2704,0.2951,0.31328,0.31054,0.29351,0.24681,0.2889,0.34816,0.2951,0.31328,0.02577,0.16554,0.16246,0.17137,0.31691,0.32274,0.32822,0.02295,0.02003,0.03958,0.16554,0.16382,0.16646,0.16965,0.17196,0.17856,0.16347,0.17753,0.20684,0.02295,0.06068,0.6386,0.02295,0.01632,0.03777,0.16746,0.18744,0.208
874.43267,0.27439,0.27462,0.36561,0.29198,0.29497,0.3131,0.32046,0.33019,0.31994,0.25753,0.25424,0.28738,0.29961,0.31231,0.31866,0.27439,0.26511,0.27324,0.32046,0.33872,0.4441,0.29023,0.30369,0.31485,0.29535,0.29277,0.27506,0.25786,0.25081,0.31524,0.31485,0.29535,0.03144,0.16447,0.16632,0.16884,0.32046,0.33019,0.31994,0.01993,0.04619,0.06499,0.16447,0.17656,0.18635,0.16858,0.17735,0.18124,0.16239,0.16821,0.18778,0.01993,0.06363,0.62328,0.01993,0.03847,0.03209,0.16639,0.19803,0.22806
